filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.34995052218437195,0.13019199669361115,1784.4165456667672,2002.6571062203575,3806.4186497738488,0.08306639113293343,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973775863647461,-8.322409629821777,8.806787490844727,-3.665802001953125,5.745938777923584,-5.161711692810059,0.7502977848052979,-1.6883580684661865,-0.4093285799026489,-2.2988688945770264,1.219947099685669,blues
blues.00001.wav,0.3409450948238373,0.09589168429374695,1529.8713139905358,2038.6121426557386,3548.9868730952494,0.056044256724071206,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199702739715576,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.558122634887695,5.375942230224609,-2.237832546234131,4.217125415802002,-6.01104736328125,0.9326680302619934,-0.7170277833938599,0.2923332750797272,-0.2857168912887573,0.5321442484855652,blues
blues.00002.wav,0.36356186866760254,0.17549368739128113,1552.6377862410238,1747.3820283592033,3041.0899442784926,0.07630074799245357,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775919914245605,9.700465202331543,-13.115348815917969,5.785762786865234,-8.89973258972168,-1.0870236158370972,-9.216773986816406,2.453648567199707,-7.721793174743652,-1.8164973258972168,-3.4343533515930176,-2.231391191482544,blues
blues.00003.wav,0.4048483371734619,0.1411392092704773,1070.1100590065275,1596.24420438572,2185.0617872303114,0.03330894446594427,-199.46200561523438,150.0947265625,5.649167060852051,26.87014389038086,1.755440592765808,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531418800354004,8.147393226623535,-3.1952357292175293,6.085353851318359,-2.4761884212493896,-1.0762245655059814,-2.876056432723999,0.7769088745117188,-3.3200554847717285,0.6372628808021545,-0.6175069212913513,-3.40693998336792,blues
blues.00004.wav,0.3085981607437134,0.09154040366411209,1835.5070085087575,1748.3674768917706,3581.003346162684,0.1015001421004257,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.500523030757904,-11.804770469665527,1.2038776874542236,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,-7.559293746948242,-9.172151565551758,-4.510408401489258,-5.453736305236816,-0.9244677424430847,-4.40807580947876,-11.70183277130127,blues
blues.00005.wav,0.30241402983665466,0.10343772172927856,1831.9900686058324,1729.4562590216863,3480.8539517523704,0.09403986975135449,-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.57577133178711,-0.9401844143867493,-11.773799896240234,-2.4260759353637695,-9.342486381530762,-9.947081565856934,-3.9053468704223633,-5.568540573120117,-1.839969277381897,-2.784175157546997,-3.046112298965454,-8.115227699279785,blues
blues.00006.wav,0.29140564799308777,0.14168789982795715,1459.0353759867005,1388.7255154666868,2795.67476160386,0.07302790308146284,-190.17501831054688,130.29241943359375,-36.34847640991211,33.029090881347656,11.085680961608887,-0.5963724255561829,-20.882356643676758,0.27711597084999084,-6.500870704650879,-5.515623092651367,-7.8452887535095215,-3.123599052429199,-6.5957159996032715,-9.947578430175781,-6.540925025939941,-10.071380615234375,-10.912118911743164,-6.970003128051758,-3.4485127925872803,-6.498457908630371,blues
blues.00007.wav,0.30731454491615295,0.13174523413181305,1451.8494581954853,1577.5518581340941,2955.7654602239745,0.06143500266060371,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.301814079284668,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690983295440674,-8.414113998413086,-6.956976890563965,-3.5483484268188477,-8.05168342590332,-8.960484504699707,-8.421076774597168,-10.558598518371582,-10.790191650390625,-4.700794696807861,-8.638815879821777,blues
blues.00008.wav,0.40899816155433655,0.1423606276512146,1719.273937358532,2031.6873439517926,3781.5188003398316,0.06402757957623839,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825939178466797,21.173412322998047,-6.720290660858154,7.005018711090088,-12.739911079406738,5.064208984375,-5.173075199127197,-1.4469950199127197,-7.036928653717041,2.6948745250701904,3.409332275390625,-2.699190855026245,blues
blues.00009.wav,0.2740142345428467,0.08132097870111465,1817.5295466580833,1973.6903092643117,3944.584480970637,0.0792153184258901,-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180814743041992,9.023638725280762,-14.101024627685547,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368746995925903,-5.114480972290039,-0.41453689336776733,-1.1848984956741333,-1.9183391332626343,-2.2957961559295654,2.8912301063537598,-4.234532833099365,blues
blues.00010.wav,0.30396512150764465,0.14286480844020844,1410.675357005059,1512.9717892551323,2767.5082652561437,0.06298072271671827,-173.7158660888672,137.14024353027344,-23.76764678955078,26.99173927307129,-16.68766212463379,4.214374542236328,-12.58261775970459,5.854559421539307,-2.8846728801727295,-1.1866811513900757,-1.9771538972854614,1.8001548051834106,-3.004411458969116,-1.8699357509613037,-0.7962682247161865,-3.0132641792297363,-0.43592527508735657,-2.001810073852539,-0.7466384172439575,-5.001237869262695,blues
blues.00011.wav,0.36580705642700195,0.06568456441164017,1353.329119184995,1757.3310045214203,2882.31590436339,0.04395891785990712,-287.9235534667969,123.97103881835938,5.456122398376465,33.684547424316406,1.0892009735107422,14.704721450805664,-4.898605823516846,8.653275489807129,0.782797634601593,6.566735744476318,-4.879439830780029,-3.1806588172912598,-5.557003021240234,-6.78662109375,-2.644232988357544,-2.982431650161743,-3.381138324737549,-1.861497402191162,1.8359204530715942,-4.896512031555176,blues
blues.00012.wav,0.2693325877189636,0.1190238893032074,1361.100405948709,1567.600771502297,2739.791766187355,0.06912392064144737,-207.208740234375,132.79708862304688,-15.460705757141113,60.9948616027832,0.7102412581443787,12.461278915405273,1.1609277725219727,-1.527894377708435,-17.90181541442871,8.369234085083008,-2.4538187980651855,-0.5966888070106506,0.36881664395332336,2.6052277088165283,-5.193015098571777,-9.530149459838867,-9.23740005493164,-2.8406755924224854,-1.4114445447921753,-5.931028366088867,blues
blues.00013.wav,0.26472631096839905,0.1131889671087265,1324.3317543042795,1827.3844642954127,2710.3669441152283,0.051417300575657895,-209.78221130371094,124.4659194946289,10.285804748535156,47.030174255371094,6.48238468170166,15.417020797729492,-2.010077714920044,6.735785961151123,-21.548620223999023,10.728497505187988,-5.5324320793151855,-2.202038049697876,-3.051727056503296,8.644020080566406,-0.3108457624912262,-0.6361448168754578,-2.9359381198883057,-1.7065969705581665,-1.7654228210449219,-7.7559638023376465,blues
blues.00014.wav,0.32904085516929626,0.06693624705076218,1172.2763006898927,1705.858376666551,2345.777482071159,0.045045834945820436,-305.6985778808594,113.04164123535156,12.114900588989258,45.03944396972656,17.739240646362305,14.594630241394043,4.15712833404541,0.24009793996810913,-7.013088226318359,13.649843215942383,8.923057556152344,1.301689863204956,5.952128887176514,8.542283058166504,1.1171257495880127,0.5882187485694885,0.06007744371891022,-3.7065188884735107,-1.0018839836120605,-1.804413914680481,blues
blues.00015.wav,0.2703465521335602,0.08063894510269165,1420.41147890575,1730.9171014728959,2930.240614569224,0.0637176797116873,-238.5330352783203,120.08828735351562,-4.224555492401123,42.31004333496094,5.916329383850098,13.91418170928955,5.357577323913574,1.903709053993225,-16.929880142211914,12.339310646057129,3.94096040725708,-1.3906770944595337,0.014792096801102161,3.5804953575134277,-4.504993438720703,-5.5419511795043945,-6.883077621459961,-4.826389789581299,1.7385828495025635,-1.8840166330337524,blues
blues.00016.wav,0.30829644203186035,0.08141902089118958,1455.0424717869325,1825.9090253512054,3009.9651324859715,0.061350725014512386,-233.79489135742188,120.66705322265625,-3.167560338973999,39.539268493652344,3.8588550090789795,18.839672088623047,-3.6889171600341797,4.431845188140869,-14.975374221801758,17.571035385131836,1.8447446823120117,2.538606882095337,-1.2386857271194458,8.439362525939941,-0.20983853936195374,-3.906785249710083,-4.478641033172607,-0.012232116423547268,1.2932648658752441,-2.0874292850494385,blues
blues.00017.wav,0.30223947763442993,0.09325911104679108,1088.7781164059863,1410.8359525955855,2134.7537581027477,0.04832397083010836,-245.75413513183594,140.48092651367188,-2.7714385986328125,60.42012023925781,18.925399780273438,9.8371000289917,3.5665769577026367,0.5361873507499695,-16.367359161376953,6.629854679107666,7.269148826599121,-4.015730381011963,1.6074535846710205,5.898682117462158,-3.0176076889038086,-4.774899482727051,-3.0270702838897705,-1.9985328912734985,-0.058759044855833054,-3.9718897342681885,blues
blues.00018.wav,0.2700793147087097,0.07964064180850983,1537.5609195096463,2054.2241656656934,3495.4621967516446,0.056131935710139316,-252.51876831054688,104.9369888305664,15.316827774047852,42.67346954345703,6.762617588043213,21.623577117919922,-1.3132768869400024,5.6919331550598145,-16.619516372680664,12.161625862121582,-1.9679499864578247,1.9697649478912354,-0.8889583349227905,7.771046161651611,2.3869519233703613,1.7799876928329468,1.3449865579605103,3.637113332748413,4.9108076095581055,-2.6554036140441895,blues
blues.00019.wav,0.25735950469970703,0.09763429313898087,1195.413398088498,1480.9442636776544,2235.2114839819565,0.05887114817143963,-236.68890380859375,138.40428161621094,-4.923574924468994,47.64771270751953,5.152376651763916,8.895283699035645,0.48285624384880066,-3.8016679286956787,-14.974891662597656,10.432586669921875,-0.35396167635917664,0.7883455753326416,1.7829304933547974,4.23021125793457,-0.47101694345474243,-6.105654239654541,-5.387077331542969,-1.3430606126785278,-3.7227931022644043,-4.362499713897705,blues
blues.00020.wav,0.30279943346977234,0.07535404711961746,1389.9522839792392,1911.3143994084123,3005.7401580338137,0.05256015080785604,-230.42657470703125,127.10052490234375,7.145355224609375,39.78431701660156,1.9449424743652344,17.40534019470215,-5.639429092407227,8.252129554748535,-18.104385375976562,13.842513084411621,-3.7609128952026367,2.571859836578369,-4.320805549621582,6.81239128112793,-6.159838676452637,-6.215454578399658,-4.511592388153076,-1.8506042957305908,-0.5394865274429321,1.5043970346450806,blues
blues.00021.wav,0.3211421072483063,0.10111809521913528,1046.727506973602,1480.5791609888765,1831.1222607875386,0.04793735185274768,-264.678466796875,138.85833740234375,11.156023025512695,48.53825378417969,14.89592456817627,20.584367752075195,3.2051422595977783,1.2625881433486938,-15.847021102905273,15.986576080322266,3.3616716861724854,-1.5137410163879395,1.8921550512313843,6.3119215965271,-0.9948620200157166,-2.41672420501709,-3.684751272201538,0.4993972182273865,5.050746917724609,-0.7867031097412109,blues
blues.00022.wav,0.306441992521286,0.11343149840831757,1156.2023633789836,1497.7588839458651,2170.511875211639,0.05861340218653251,-233.85751342773438,136.17208862304688,3.271318197250366,48.93121337890625,8.685133934020996,13.979510307312012,5.354867935180664,0.39087018370628357,-13.5045747756958,16.85610580444336,5.1309380531311035,-2.231879949569702,3.9640326499938965,5.318361759185791,0.8122655749320984,-1.097914218902588,-4.5397515296936035,-2.434786081314087,3.3134493827819824,-0.6142795085906982,blues
blues.00023.wav,0.28072091937065125,0.1019149050116539,1210.4571259435063,1498.05460931971,2522.5430798604393,0.052482675841718264,-227.26885986328125,137.73069763183594,-14.4934663772583,63.555702209472656,5.612640857696533,11.984639167785645,1.8855520486831665,-1.863376498222351,-7.620555400848389,-2.447174549102783,-2.8867249488830566,-9.429529190063477,-10.92391300201416,3.5625579357147217,4.137706279754639,0.09554385393857956,-2.9725446701049805,-1.3788751363754272,7.541175842285156,-3.0374629497528076,blues
blues.00024.wav,0.2631080448627472,0.08696161210536957,1120.390980570654,1447.8526253613554,2325.127606938129,0.047297899937113,-274.3118591308594,130.41371154785156,-6.392799377441406,70.40501403808594,13.26914119720459,9.461283683776855,7.725640296936035,-1.247490644454956,-0.5775884985923767,-2.30258846282959,3.783147096633911,0.08482332527637482,-0.939436137676239,2.2965147495269775,4.288378715515137,-1.661861777305603,-10.444594383239746,-6.797532558441162,-1.066051959991455,-1.5959948301315308,blues
blues.00025.wav,0.290980726480484,0.08917960524559021,1109.7213787799803,1463.5390705223128,2243.744765715702,0.05172493288022446,-249.28939819335938,130.98703002929688,0.6773901581764221,66.68578338623047,17.89780616760254,4.623736381530762,6.598308563232422,1.2490500211715698,1.4163894653320312,-1.5791418552398682,-0.9626629948616028,-3.571995735168457,-2.927981376647949,4.596817970275879,7.478900909423828,-0.183136984705925,-2.825326681137085,-2.678844690322876,0.7485470771789551,-0.5342602729797363,blues
blues.00026.wav,0.27866607904434204,0.07693855464458466,1198.7544989943901,1573.0851135850253,2478.8266775408765,0.051987591911764705,-284.69732666015625,108.80518341064453,9.088286399841309,51.222740173339844,18.091760635375977,7.612257957458496,8.779500961303711,2.3628287315368652,0.005786057095974684,2.250966787338257,4.205098628997803,-3.29331636428833,1.6082979440689087,2.6657817363739014,3.3244853019714355,3.2600784301757812,-4.558310508728027,0.4780188500881195,5.9297871589660645,3.2283401489257812,blues
blues.00027.wav,0.2887045443058014,0.09572528302669525,1391.4439038360058,1494.8508338637516,2811.1413347462753,0.07235897288602941,-228.25062561035156,130.3444061279297,-23.291288375854492,70.1720962524414,1.1422709226608276,7.602448463439941,0.9099381566047668,1.9782510995864868,-6.167007923126221,-9.396023750305176,-2.562840700149536,-4.522893905639648,-0.26295042037963867,0.17933404445648193,-1.5074474811553955,1.4652516841888428,-6.9718475341796875,-8.322179794311523,4.23895263671875,0.9814862012863159,blues
